,Conductivity,smiles_list,SMILES_wt_list
2842,0.0011874819035976331,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(Nc1ccccn1)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.43856959 0.56143041 0.        ]
2852,0.00022297645164708077,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(Nc1cccnc1)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.43856959 0.56143041 0.        ]
2862,1.5994843679413386e-05,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(Nc1ccncc1)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.43856959 0.56143041 0.        ]
2872,0.00013367494066504862,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'COc1cccc(OC)c1NC(=O)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.33040934 0.66959066 0.        ]
2882,1.2860089764188547e-05,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'COc1ccccc1NC(=O)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.30611244 0.69388756 0.        ]
2883,3.2554048037334744e-05,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(Nc1ncccn1)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.28176556 0.71823444 0.        ]
2896,0.00025573607770664635,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'CSc1ccccc1NC(=O)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.31932973 0.68067027 0.        ]
2906,0.00013647873863446215,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'CSc1ccccc1NC(=O)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.48407873 0.51592127 0.        ]
2926,5.205890152645162e-05,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'COc1ccccc1NC(=O)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.46873826 0.53126174 0.        ]
2941,0.00024216200291465986,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'COc1ccccc1OC(=O)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.3069366 0.6930634 0.       ]
2947,0.00012007981219540158,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'COc1ccccc1NC(=S)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.31932973 0.68067027 0.        ]
2954,0.00026826931479373087,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'COc1cccc(OC)c1NC(=O)CCC(C(=O)[Mg])N(C)[Mg]', 'Blank']",[0.32646712 0.67353288 0.        ]
2987,0.00017922310619378746,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'COc1cccc(OC)c1NC(=S)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.34272543 0.65727457 0.        ]
3001,0.00010534744327942126,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'CSc1ccccc1NC(=S)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.33205291 0.66794709 0.        ]
3019,0.00029467276620143335,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'COc1cccc(OC)c1OC(=O)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.33117683 0.66882317 0.        ]
3040,0.00010731489376954149,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', '[H][C@]3([Mg])[C@@H](COC(=O)Nc1c(OC)cccc1OC)O[C@@]([H])(O[Mg])[C@H](OC(=O)Nc2c(OC)cccc2OC)[C@H]3OC(=O)Nc4c(OC)cccc4OC', 'Blank']",[0.4507435 0.5492565 0.       ]
3046,0.00013927334294934455,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'COc1cccc(OC)c1NC(=O)OC([Mg])C[Mg]', 'Blank']",[0.27994342 0.72005658 0.        ]
3052,0.0002629123578332113,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', '[Mg]OCC[Mg]', 'Blank']",[0.07125677 0.92874323 0.        ]
3056,0.000653050851411083,"['[Cl-]', 'CCCCN1C=C[N+](=C1)C', 'OC1OC(O[Mg])C(O)C(O)C1[Mg]']",[0.21332137 0.70054789 0.06242987]
3067,0.00031752578618498797,"['[Cl-]', 'CCCCN1C=C[N+](=C1)C', 'OC1OC(O[Mg])C(O)C(O)C1[Mg]']",[0.20607173 0.67674007 0.08494115]
3078,0.0005256419285149518,"['[Cl-]', 'CCCCN1C=C[N+](=C1)C', 'OC1OC(O[Mg])C(O)C(O)C1[Mg]']",[0.21720256 0.71329375 0.06356572]
3089,0.0008346511574985736,"['[Cl-]', 'CCCCN1C=C[N+](=C1)C', 'OC1OC(O[Mg])C(O)C(O)C1[Mg]']",[0.21672158 0.7117142  0.06342496]
3100,0.0009678677073954111,"['C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F', 'CCN1C=C[N+](=C1)C', 'Cc3cc(C)c(B2OC1C([Mg])C(CO[Si](C)(C)C(C)(C)C)OC(O[Mg])C1O2)c(C)c3']",[0.5120537  0.19828062 0.07543911]
3104,0.0007575878483474416,"['C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F', 'CCN1C=C[N+](=C1)C', 'Cc3cc(C)c(B2OC1C([Mg])C(CO[Si](C)(C)C(C)(C)C)OC(O[Mg])C1O2)c(C)c3']",[0.39704375 0.15374575 0.11699018]
3114,0.00041065300010751006,"['C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F', 'CCN1C=C[N+](=C1)C', 'Cc3cc(C)c(B2OC1C([Mg])C(CO[Si](C)(C)C(C)(C)C)OC(O[Mg])C1O2)c(C)c3']",[0.47613453 0.18437177 0.14029453]
3125,0.0001420633331315609,"['C(F)(F)(F)S(=O)(=O)[O-]', 'CCN1C=C[N+](=C1)C', 'Cc3cc(C)c(B2OC1C([Mg])C(CO[Si](C)(C)C(C)(C)C)OC(O[Mg])C1O2)c(C)c3']",[0.3977721  0.28344035 0.1253504 ]
3136,0.0004912278714764272,"['FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F', 'CC[N+](C=C1)=CN1CCCOC(C(C[Mg])[Mg])=O', 'O[Si]([Mg])(O[Mg])O[Mg]']",[0.14603905 0.26253782 0.20034529]
3147,8.250209939630773e-05,"['FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F', 'CC[N+](C=C1)=CN1CCCOC(C(C[Mg])[Mg])=O', 'O[Si]([Mg])(O[Mg])O[Mg]']",[0.11567103 0.41588903 0.15868458]
3158,9.889105269962316e-05,"['FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F', 'CC[N+](C=C1)=CN1CCCOC(C(C[Mg])[Mg])=O', 'O[Si]([Mg])(O[Mg])O[Mg]']",[0.08169498 0.58745993 0.11207417]
3209,0.001996254922222005,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3218,0.0012759451339951619,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3227,0.0005700855066165767,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3235,0.0009,"['C(F)(F)(F)S(=O)(=O)[O-]', '[Mg]OCC[Mg]', 'Blank']",[0.15043343 0.84956657 0.        ]
3237,0.0006,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.10774216 0.89225784 0.        ]
3239,0.005494814049382556,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3246,0.003652985934478499,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3253,0.0021780156699210676,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3260,0.0028593347344880696,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3267,0.003188203248839211,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3274,0.0013712479774127702,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3309,0.0018460650489687603,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3316,0.003806922187160237,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3323,0.0026668586645214785,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3330,0.0016456444142265644,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.23188046 0.76811954 0.        ]
3351,0.0026847509207870647,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.13114524 0.86885476 0.        ]
3358,0.002757776077729977,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.13114524 0.86885476 0.        ]
3393,0.00035,"['[Mg]C(C(N2C3=CC=C(S([N-]S(C4=CC=C(C(F)(F)F)C=C4)(=O)=O)(=O)=O)C=C3)=O)C(CCC[Mg])C2=O', '[Mg]C(C(O1)=O)C(CCC[Mg])C1=O', 'FC(F)([Mg])C[Mg]']",[0.32393981 0.3        0.07606019]
3400,0.000191221028164399,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]C(OCCCCC[Mg])=O', 'Blank']",[0.09 0.91 0.  ]
3407,4.475305314314525e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]C(OCCCCC[Mg])=O', 'Blank']",[0.17 0.83 0.  ]
3414,0.0002689156563730866,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]C(OCCCCC[Mg])=O', 'Blank']",[0.23 0.77 0.  ]
3421,0.00029376991162777635,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]C(OCCCCC[Mg])=O', 'Blank']",[0.27 0.73 0.  ]
3428,2.7137287366100057e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]C(OCCCCC[Mg])=O', '[Mg]C(C1=CC=CC=C1)C[Mg]']",[0.09      0.4596334 0.4503666]
3435,9.683090391711614e-06,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]C(OCCCCC[Mg])=O', '[Mg]C(C1=CC=CC=C1)C[Mg]']",[0.17       0.41922607 0.41077393]
3442,7.854253154040705e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]C(OCCCCC[Mg])=O', '[Mg]C(C1=CC=CC=C1)C[Mg]']",[0.23       0.38892057 0.38107943]
3449,4.6916831144743486e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]C(OCCCCC[Mg])=O', '[Mg]C(C1=CC=CC=C1)C[Mg]']",[0.27      0.3687169 0.3612831]
3533,0.0032561919627760692,"['FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F', 'C=CC[N+](C=C1)=CN1CC=C', 'O[Si]([Mg])(O[Mg])O[Mg]']",[0.10456625 0.24559067 0.2011816 ]
3544,0.001238927805468986,"['FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F', 'C=CC[N+](C=C1)=CN1CC=C', 'O[Si]([Mg])(O[Mg])O[Mg]']",[0.09656772 0.22680484 0.18579273]
3555,0.002990742346353765,"['FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F', 'C=CC[N+](C=C1)=CN1CC=C', 'O[Si]([Mg])(O[Mg])O[Mg]']",[0.08970589 0.21068874 0.17259083]
3566,0.001386548291388692,"['FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F', 'C=CC[N+](C=C1)=CN1CC=C', 'O[Si]([Mg])(O[Mg])O[Mg]']",[0.12632815 0.296702   0.24305069]
3577,0.020402199972750612,"['FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F', 'C=CC[N+](C=C1)=CN1CC=C', 'O[Si]([Mg])(O[Mg])O[Mg]']",[0.11483687 0.26971289 0.22094191]
3588,0.008122262104218384,"['FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F', 'C=CC[N+](C=C1)=CN1CC=C', 'O[Si]([Mg])(O[Mg])O[Mg]']",[0.10526187 0.24722445 0.20251995]
3599,0.0009699999999999999,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'Blank']",[0.69634682 0.30365318 0.        ]
3607,0.0008900000000000001,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'COC']",[0.68224803 0.10412681 0.08168643]
3618,0.0011,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'COC']",[0.68272798 0.14885724 0.0583885 ]
3629,0.00039,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'COC']",[0.65925987 0.07187021 0.05638145]
3640,0.00063,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'COC']",[0.67527896 0.10306317 0.06930173]
3649,0.00092,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'COC']",[0.71550646 0.12238358 0.04680121]
3655,0.0006,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'COC']",[0.69385754 0.11868065 0.07564192]
3664,0.00657,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.64307377 0.21671492 0.14021131]
3669,0.00152,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.61069367 0.03994541 0.03087043]
3677,0.00163,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.62372024 0.0679958  0.05044627]
3685,0.00103,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.63212077 0.09647624 0.07455832]
3693,0.0013700000000000001,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.5059672  0.33095265 0.0852551 ]
3704,0.00148,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.62794861 0.15871332 0.06845676]
3711,0.00034,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.6492045  0.14154801 0.10939048]
3720,0.00115,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.67194983 0.21976087 0.05661153]
3731,0.00046,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.75444885 0.16449475 0.04237469]
3742,5e-05,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.80379186 0.13143987 0.03385958]
3753,1e-05,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.86004086 0.09375865 0.02415271]
3762,0.00127,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.66030895 0.1007784  0.0778831 ]
3773,0.0020499999999999997,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.66792539 0.07281489 0.05627247]
3784,0.0028399999999999996,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.67571959 0.04419875 0.03415748]
3795,0.00028000000000000003,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.66159064 0.10097402 0.07803428]
3802,0.00653,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'FC(Cl)(Cl)Cl']",[0.62561831 0.23797625 0.13640544]
3808,0.00653,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'FC(Cl)(Cl)Cl']",[0.65211255 0.19905489 0.14883256]
3814,0.00108,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'ClCCl']",[0.62258826 0.29596486 0.08144688]
3822,0.0025099999999999996,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'ClCCl']",[0.64201795 0.21800094 0.13998111]
3830,0.00186,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'ClCCl']",[0.66269943 0.20228649 0.13501407]
3838,0.0002,"['F[As-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=S1(CCCC1)=O']",[0.64936353 0.20905378 0.14158269]
3849,0.0030800000000000003,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCN1C', 'Blank']",[0.62603163 0.37396837 0.        ]
3854,5e-05,"['F[As-](F)(F)(F)(F)F', 'O=S1(C(C)CCC1)=O', 'Blank']",[0.62005647 0.37994353 0.        ]
3861,0.00217,"['F[As-](F)(F)(F)(F)F', 'O=S1(C(C)CCC1)=O', 'COCCOCCOC']",[0.62257905 0.21193848 0.16548247]
3865,0.00117,"['F[As-](F)(F)(F)(F)F', 'O=S1(C(C)CCC1)=O', 'CC1=CC=CC=C1']",[0.6300367  0.21447721 0.15548608]
3870,1e-05,"['F[As-](F)(F)(F)(F)F', 'O=S1(C(C)CCC1)=O', 'CC1=CC=CC=C1']",[0.64710602 0.23791099 0.11498299]
3881,0.00379,"['F[As-](F)(F)(F)(F)F', 'C1=CC=CC=C1', 'O=C1OCCO1']",[0.63865149 0.12913477 0.11433318]
3886,0.00365,"['F[As-](F)(F)(F)(F)F', 'C1=CC=CC=C1', 'O=S1(CCCC1)=O']",[0.6552722 0.175963  0.1687648]
3890,0.0025299999999999997,"['F[As-](F)(F)(F)(F)F', 'O=C1CCCO1', 'Blank']",[0.63433317 0.36566683 0.        ]
3898,0.00514,"['F[As-](F)(F)(F)(F)F', 'O=C1CCCO1', 'COC']",[0.68527226 0.19751556 0.11721218]
3906,0.0028799999999999997,"['F[As-](F)(F)(F)(F)F', 'O=C1CCCO1', 'CCOCCOCC']",[0.66549782 0.19181598 0.14268619]
3914,0.00035999999999999997,"['F[As-](F)(F)(F)(F)F', 'CC(C)C1=CC=CC=C1', 'O=S1(CCCC1)=O']",[0.57352359 0.24618419 0.08414524]
3922,0.00078,"['F[As-](F)(F)(F)(F)F', 'COCCOCCOC', 'COC']",[0.65484905 0.07832695 0.05600423]
3930,0.0033900000000000002,"['F[As-](F)(F)(F)(F)F', 'COCCOCCOC', 'O=C1OCCO1']",[0.64039549 0.15319629 0.10790617]
3936,0.00043,"['F[As-](F)(F)(F)(F)F', 'COCCOCCOC', 'CCOCCOCCOCC']",[0.64217128 0.07681055 0.07427984]
3943,0.00164,"['F[As-](F)(F)(F)(F)F', 'COCCOCCOC', 'O=S1(CCCC1)=O']",[0.64055023 0.20621646 0.15323331]
3948,0.0028799999999999997,"['F[As-](F)(F)(F)(F)F', 'COCCOCCOC', 'O=S1(CCCC1)=O']",[0.6474106  0.18584935 0.16674005]
3952,7.000000000000001e-05,"['F[As-](F)(F)(F)(F)F', 'COCCOCCOC', 'O=S1(CCCC1)=O']",[0.63804847 0.20541105 0.07631742]
3961,0.0052699999999999995,"['F[As-](F)(F)(F)(F)F', 'COC', 'O=C1OCCO1']",[0.66311097 0.22346742 0.11342161]
3968,0.00028000000000000003,"['F[As-](F)(F)(F)(F)F', 'COC', 'O=C1OCCO1']",[0.66963164 0.11453693 0.11283244]
3979,1e-05,"['F[As-](F)(F)(F)(F)F', 'COC', 'O=C1OCCO1']",[0.89020276 0.03806611 0.03749963]
3987,0.00328,"['F[As-](F)(F)(F)(F)F', 'COC', 'CC1COC(=O)O1']",[0.67628182 0.20804377 0.11567441]
3995,1e-05,"['F[As-](F)(F)(F)(F)F', 'COC', 'CC1COC(=O)O1']",[0.89312159 0.06868748 0.03819093]
4003,0.00184,"['F[As-](F)(F)(F)(F)F', 'COC', 'O=S1(CCCC1)=O']",[0.66980083 0.2156333  0.11456587]
4010,0.0012900000000000001,"['F[As-](F)(F)(F)(F)F', 'COC', 'O=S1(CCCC1)=O']",[0.68361916 0.17606553 0.14031531]
4017,0.00014000000000000001,"['F[As-](F)(F)(F)(F)F', 'COC', 'O=S1(CCCC1)=O']",[0.64546339 0.20779819 0.03312092]
4026,0.00023,"['F[As-](F)(F)(F)(F)F', 'COC', 'O=S1(CCCC1)=O']",[0.65223458 0.20997808 0.05578063]
4035,0.00855,"['F[As-](F)(F)(F)(F)F', 'O=C(NC)C', 'Blank']",[0.67474924 0.32525076 0.        ]
4042,0.00697,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'Blank']",[0.59737261 0.40262739 0.        ]
4046,0.00475,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CCOCCOCC']",[0.64457754 0.21722168 0.13820077]
4049,0.00177,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'ClCCl']",[0.62962262 0.12827522 0.07426366]
4057,0.00254,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'ClCCl']",[0.61949709 0.21035385 0.0521924 ]
4065,0.00264,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'ClCCl']",[0.61479735 0.29226123 0.03107787]
4073,0.00051,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'ClCCl']",[0.59924506 0.28486802 0.06058341]
4081,0.00076,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'ClCCl']",[0.60173197 0.2043216  0.10139139]
4089,0.00022,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'ClCCl']",[0.6042396  0.1425395  0.12310385]
4097,0.0004,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.08994074 0.46524652 0.44481274]
4108,0.00086,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.4368234  0.29441768 0.26875892]
4116,1e-05,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.61573756 0.32201164 0.0622508 ]
4127,0.00064,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.60804048 0.20490875 0.18705077]
4135,0.00138,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.60372794 0.2848376  0.11143446]
4142,1e-05,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.96005723 0.03347201 0.00647076]
4152,2.9999999999999997e-05,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.95879561 0.02154085 0.01966354]
4161,1e-05,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.96974077 0.02535722 0.00490202]
4169,2e-05,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.96877506 0.01632379 0.01490116]
4177,1e-05,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.97896443 0.01099699 0.01003859]
4184,0.00155,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.62714581 0.15851041 0.14469609]
4191,2.9999999999999997e-05,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.63541383 0.10706676 0.0977358 ]
4201,0.00037,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'O=S1(CCCC1)=O']",[0.60279638 0.20314149 0.19406212]
4209,0.00037,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'O=S1(CCCC1)=O']",[0.63253854 0.10658228 0.1018186 ]
4217,2.9999999999999997e-05,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'O=S1(CCCC1)=O']",[0.6187477  0.19919743 0.10425853]
4227,2e-05,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'O=S1(CCCC1)=O']",[0.63152844 0.18298082 0.04256483]
4237,0.00032,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'O=S1(CCCC1)=O']",[0.62754168 0.16162283 0.08459225]
4245,0.0013,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COCCOCCOCCOC']",[0.62953962 0.21215392 0.15830646]
4252,0.00043,"['F[As-](F)(F)(F)(F)F', 'c1ccccc1CC', 'O=S1(CCCC1)=O']",[0.57330267 0.24608936 0.08449804]
4260,8e-05,"['F[As-](F)(F)(F)(F)F', 'c1ccccc1CC', 'O=S1(CCCC1)=O']",[0.65187792 0.14690428 0.08647119]
4270,0.0001,"['F[As-](F)(F)(F)(F)F', 'CCOCCOCCOCC', 'O=S1(CCCC1)=O']",[0.64380055 0.20726286 0.14893659]
4279,0.00209,"['F[As-](F)(F)(F)(F)F', 'CCOCCOCC', 'CC1COC(=O)O1']",[0.65701554 0.20211691 0.14086755]
4287,0.0005899999999999999,"['F[As-](F)(F)(F)(F)F', 'CCOCCOCC', 'O=S1(CCCC1)=O']",[0.65089689 0.20954743 0.13955568]
4295,0.00462,"['F[As-](F)(F)(F)(F)F', 'FC(Cl)(Cl)Cl', 'C1CCOC1']",[0.64681747 0.20555847 0.14762406]
4299,0.00026000000000000003,"['F[As-](F)(F)(F)(F)F', 'ClCCl', 'CC1COC(=O)O1']",[0.61184015 0.26350752 0.12465233]
4307,0.00082,"['F[As-](F)(F)(F)(F)F', 'ClCCl', 'CC1COC(=O)O1']",[0.60709648 0.20614315 0.18676037]
4315,0.00111,"['F[As-](F)(F)(F)(F)F', 'ClCCl', 'CC1COC(=O)O1']",[0.60242581 0.28638007 0.11119412]
4323,0.00264,"['F[As-](F)(F)(F)(F)F', 'ClCCl', 'O=S1(CCCC1)=O']",[0.60507687 0.29219444 0.10272869]
4328,0.00368,"['F[As-](F)(F)(F)(F)F', 'ClCCl', 'O=S1(CCCC1)=O']",[0.60186858 0.20436799 0.19376343]
4332,0.0033799999999999998,"['F[As-](F)(F)(F)(F)F', 'ClCCl', 'O=S1(CCCC1)=O']",[0.61490935 0.20879605 0.09898086]
4338,0.00043,"['F[As-](F)(F)(F)(F)F', 'ClCCl', 'O=S1(CCCC1)=O']",[0.61825855 0.19903996 0.10496665]
4346,0.00543,"['F[As-](F)(F)(F)(F)F', 'ClCCl', 'C1CCOC1']",[0.65723175 0.20886813 0.13390012]
4353,0.00524,"['F[As-](F)(F)(F)(F)F', 'ClCCl', 'C1CCOC1']",[0.63834309 0.21675312 0.14490379]
4361,0.00439,"['F[As-](F)(F)(F)(F)F', 'ClCCl', 'C1CCOC1']",[0.6205098  0.29497681 0.08451338]
4369,0.00015,"['F[As-](F)(F)(F)(F)F', 'O=S1(C(C)CCC1)=O', 'O=S1(CCCC1)=O']",[0.61413193 0.19771145 0.18815662]
4376,0.00065,"['F[As-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.75467877 0.24532123 0.        ]
4384,1e-05,"['F[As-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.61909629 0.38090371 0.        ]
