,Conductivity,smiles_list,SMILES_wt_list
6432,0.00815282392026578,"['F[B-](F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.45728489 0.19505185 0.15810662]
6433,0.00841196013289036,"['F[B-](F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.46245009 0.16160653 0.13099626]
6434,0.00855149501661129,"['F[B-](F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.46719956 0.13085311 0.10606791]
6435,0.00741528239202657,"['F[B-](F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.4769973  0.06741146 0.0546429 ]
6436,0.0055813953488372,"['F[B-](F)(F)F', 'O=P(OC)(OC)OC', 'Blank']",[0.51259188 0.48740812 0.        ]
6437,0.013056945283452227,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.5605848  0.26793006 0.09871855]
6442,0.006257815638187095,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CCOC(=O)OCC']",[0.56202172 0.26861684 0.09018592]
6447,0.005994842503189437,"['F[B-](F)(F)F', 'O=C1OCCO1', 'CCOC(=O)OCC']",[0.44193992 0.3422643  0.11491245]
6453,0.0053,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(C)=O', 'Blank']",[0.72297962 0.27702038 0.        ]
6454,0.0032,"['F[P-](F)(F)(F)(F)F', 'CCS(=O)(C)=O', 'Blank']",[0.57999267 0.42000733 0.        ]
6455,0.0012,"['O=Cl(=O)([O-])=O', 'CCS(=O)(C)=O', 'Blank']",[0.50834604 0.49165396 0.        ]
6456,0.001,"['O=S(C(F)(F)F)([O-])=O', 'CCS(=O)(C)=O', 'Blank']",[0.58647723 0.41352277 0.        ]
6458,0.0023,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(C(C)C)=O', 'Blank']",[0.72479984 0.27520016 0.        ]
6459,0.0025,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(CC(C)C)=O', 'Blank']",[0.74165699 0.25834301 0.        ]
6460,0.0015,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(C(C)CC)=O', 'Blank']",[0.74165699 0.25834301 0.        ]
6461,0.0023,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1S(CC1)(=O)=O', 'Blank']",[0.70521825 0.29478175 0.        ]
6462,0.0031,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S1(CCCC1)=O', 'Blank']",[0.69497495 0.30502505 0.        ]
6463,0.0033427065026362,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(C)=O', 'Blank']",[0.54950242 0.45049758 0.        ]
6464,0.0038172231985940204,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(C)=O', 'Blank']",[0.60118827 0.39881173 0.        ]
6465,0.00515641476274165,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(C)=O', 'Blank']",[0.7168417 0.2831583 0.       ]
6466,0.00349033391915641,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(C)=O', 'Blank']",[0.79402365 0.20597635 0.        ]
6467,0.0029209138840070297,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(C)=O', 'Blank']",[0.84022522 0.15977478 0.        ]
6468,0.0013391915641476199,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(CC(C)C)=O', 'Blank']",[0.58088773 0.41911227 0.        ]
6469,0.00200351493848857,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(CC(C)C)=O', 'Blank']",[0.57753472 0.42246528 0.        ]
6470,0.0022776801405975304,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(CC(C)C)=O', 'Blank']",[0.66524932 0.33475068 0.        ]
6471,0.00205623901581722,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(CC(C)C)=O', 'Blank']",[0.73753725 0.26246275 0.        ]
6472,0.00159226713532513,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(CC(C)C)=O', 'Blank']",[0.7736351 0.2263649 0.       ]
6473,0.000643233743409489,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(CC(C)C)=O', 'Blank']",[0.8110014 0.1889986 0.       ]
6474,0.000411247803163443,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCS(=O)(CC(C)C)=O', 'Blank']",[0.85177958 0.14822042 0.        ]
6475,0.00282601054481546,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S1(CCCC1)=O', 'Blank']",[0.52037485 0.47962515 0.        ]
6476,0.00306854130052724,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S1(CCCC1)=O', 'Blank']",[0.58617452 0.41382548 0.        ]
6477,0.00361687170474516,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S1(CCCC1)=O', 'Blank']",[0.63069786 0.36930214 0.        ]
6478,0.00307908611599296,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S1(CCCC1)=O', 'Blank']",[0.68945574 0.31054426 0.        ]
6479,0.0024463971880492,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S1(CCCC1)=O', 'Blank']",[0.76933292 0.23066708 0.        ]
6480,0.00206678383128295,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S1(CCCC1)=O', 'Blank']",[0.82429798 0.17570202 0.        ]
6481,0.00168717047451669,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S1(CCCC1)=O', 'Blank']",[0.84998298 0.15001702 0.        ]
6504,0.0015,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S(CCOC)(C)=O', 'Blank']",[0.72297172 0.27702828 0.        ]
6505,0.0014,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S(CCOC)(CC)=O', 'Blank']",[0.72297674 0.27702326 0.        ]
6506,0.0008,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S(CCOCCOC)(CC)=O', 'Blank']",[0.72297515 0.27702485 0.        ]
6507,0.0006,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S(CCOCCOCCOC)(CC)=O', 'Blank']",[0.72297415 0.27702585 0.        ]
6508,0.001,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S(CCOC)(CCOC)=O', 'Blank']",[0.72297123 0.27702877 0.        ]
6509,0.0006,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CS(=O)(C1CCCC1)=O', 'Blank']",[0.72297386 0.27702614 0.        ]
6510,0.0006,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S(CC)(C1CCCC1)=O', 'Blank']",[0.72297838 0.27702162 0.        ]
6511,0.0005,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CS(=O)(CC1CCCC1)=O', 'Blank']",[0.72297838 0.27702162 0.        ]
6512,0.0001,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S(CC)(C1CCCCC1)=O', 'Blank']",[0.72297082 0.27702918 0.        ]
6513,0.0001,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S(CC)(CC1CCCCC1)=O', 'Blank']",[0.7229749 0.2770251 0.       ]
6711,0.04185484988731483,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', 'CC#N', 'Blank']",[0.71142709 0.28857291 0.        ]
6737,0.021267587270342985,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', 'COC', 'Blank']",[0.74309147 0.25690853 0.        ]
6765,1.8469812254286533e-06,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', 'CC1COC(=O)O1', 'Blank']",[0.61659723 0.38340277 0.        ]
6797,0.017956071758192256,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.70436036 0.29563964 0.        ]
6830,1.5649014146801554e-05,"['O=Cl(=O)([O-])=O', 'CC1COC(=O)O1', 'Blank']",[0.53109192 0.46890808 0.        ]
6867,9.418165316987694e-06,"['O=S(C(F)(F)F)([O-])=O', 'CC1COC(=O)O1', 'Blank']",[0.56421347 0.43578653 0.        ]
6902,0.002440020788201685,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COCCOCCOCCOC', 'Blank']",[0.38302573 0.61697427 0.        ]
6908,0.0020403768707483246,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COCCOCCOCCOC', 'Blank']",[0.37174585 0.62825415 0.        ]
6914,0.001604912826810106,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COCCOCCOCCOC', 'Blank']",[0.36059122 0.63940878 0.        ]
6920,0.0014745319042625466,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COCCOCCOCCOC', 'Blank']",[0.35047442 0.64952558 0.        ]
6926,0.0010807639122718227,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COCCOCCOCCOC', 'Blank']",[0.34136583 0.65863417 0.        ]
6932,0.0038459178204535323,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COCCOCCOCCOCCOC', 'Blank']",[0.43638502 0.56361498 0.        ]
6938,0.003263998872039574,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COCCOCCOCCOCCOC', 'Blank']",[0.42461521 0.57538479 0.        ]
6944,0.00294272717620928,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COCCOCCOCCOCCOC', 'Blank']",[0.41291684 0.58708316 0.        ]
6950,0.0023307731152826363,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COCCOCCOCCOCCOC', 'Blank']",[0.40225554 0.59774446 0.        ]
6956,0.0019442405645953653,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COCCOCCOCCOCCOC', 'Blank']",[0.39261465 0.60738535 0.        ]
7075,4.38e-05,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[9.99170352e-01 8.29647694e-04 0.00000000e+00]
7076,8.58e-05,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.99834208 0.00165792 0.        ]
7077,0.000125,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.99751518 0.00248482 0.        ]
7078,0.000168,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.99668965 0.00331035 0.        ]
7079,0.000202,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.99586548 0.00413452 0.        ]
7080,0.000242,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.99504268 0.00495732 0.        ]
7081,0.000316,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.99340114 0.00659886 0.        ]
7082,0.000381,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.99176501 0.00823499 0.        ]
7083,0.000726,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.98366455 0.01633545 0.        ]
7084,0.001,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.97569533 0.02430467 0.        ]
7085,0.00126,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.96785421 0.03214579 0.        ]
7086,0.00152,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.96013811 0.03986189 0.        ]
7087,0.00176,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.95254407 0.04745593 0.        ]
7088,0.00226,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.93771076 0.06228924 0.        ]
7089,0.00272,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.92333234 0.07666766 0.        ]
7090,0.00425,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.85758342 0.14241658 0.        ]
7091,0.00546,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.80057579 0.19942421 0.        ]
7092,0.00639,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.75067488 0.24932512 0.        ]
7093,0.00688,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.70662974 0.29337026 0.        ]
7094,3.288e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.9974636 0.0025364 0.       ]
7095,6.548e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.99494003 0.00505997 0.        ]
7096,9.645e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.9924292 0.0075708 0.       ]
7097,0.0001278,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.98993101 0.01006899 0.        ]
7098,0.0001575,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.98744536 0.01255464 0.        ]
7099,0.0001871,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.98497217 0.01502783 0.        ]
7100,0.0002457,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.98006276 0.01993724 0.        ]
7101,0.000303,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.97520205 0.02479795 0.        ]
7102,0.0005775,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.95160422 0.04839578 0.        ]
7103,0.0008415,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.92912145 0.07087855 0.        ]
7104,0.00108,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.90767652 0.09232348 0.        ]
7105,0.00131,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.88719919 0.11280081 0.        ]
7106,0.00157,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.86762541 0.13237459 0.        ]
7107,0.002,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.83095944 0.16904056 0.        ]
7108,0.00241,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.79726684 0.20273316 0.        ]
7109,0.00422,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.66287923 0.33712077 0.        ]
7110,0.00576,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.56726143 0.43273857 0.        ]
7111,0.00704,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.50424879 0.49575121 0.        ]
7112,0.00793,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.55974794 0.44025206 0.        ]
7113,2.925e-05,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[9.99222630e-01 7.77369652e-04 0.00000000e+00]
7114,5.747e-05,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.99844647 0.00155353 0.        ]
7115,8.369e-05,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.99767151 0.00232849 0.        ]
7116,0.0001109,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.99689776 0.00310224 0.        ]
7117,0.0001342,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.9961252 0.0038748 0.       ]
7118,0.0001604,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.99535384 0.00464616 0.        ]
7119,0.0002097,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.9938147 0.0061853 0.       ]
7120,0.0002585,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.99228031 0.00771969 0.        ]
7121,0.0004943,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.9846789 0.0153211 0.       ]
7122,0.0006853,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.97719306 0.02280694 0.        ]
7123,0.0008802,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.96982019 0.03017981 0.        ]
7124,0.0010500000000000002,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.96255773 0.03744227 0.        ]
7125,0.0012,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.95540324 0.04459676 0.        ]
7126,0.00153,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.94140865 0.05859135 0.        ]
7127,0.00175,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.92781812 0.07218188 0.        ]
7128,0.00273,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.86535516 0.13464484 0.        ]
7129,0.00333,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.81077203 0.18922797 0.        ]
7130,0.00367,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.76266611 0.23733389 0.        ]
7131,0.00394,"['F[B-](F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.71994903 0.28005097 0.        ]
7132,2.347e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.99762317 0.00237683 0.        ]
7133,4.515e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.9952576 0.0047424 0.       ]
7134,6.745e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.99290323 0.00709677 0.        ]
7135,9.04e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.99055998 0.00944002 0.        ]
7136,0.0001104,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.98822775 0.01177225 0.        ]
7137,0.0001296,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.98590649 0.01409351 0.        ]
7138,0.0001723,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.98129652 0.01870348 0.        ]
7139,0.0002046,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.97672946 0.02327054 0.        ]
7140,0.0003958,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.95451732 0.04548268 0.        ]
7141,0.0005924,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.93329299 0.06670701 0.        ]
7142,0.0007604,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.912992 0.087008 0.      ]
7143,0.0009273,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.89355538 0.10644462 0.        ]
7144,0.00111,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.87492908 0.12507092 0.        ]
7145,0.0014,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.83991285 0.16008715 0.        ]
7146,0.00167,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.8075916 0.1924084 0.       ]
7147,0.00286,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.67727768 0.32272232 0.        ]
7148,0.00391,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.58317576 0.41682424 0.        ]
7149,0.00459,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.51203315 0.48796685 0.        ]
7150,0.00509,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1COC(=O)O1', 'Blank']",[0.5436391 0.4563609 0.       ]
7151,0.00232,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', 'O=C1CCCO1', 'Blank']",[0.85349969 0.14650031 0.        ]
7152,0.00452,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', 'O=C1CCCO1', 'Blank']",[0.69973303 0.30026697 0.        ]
7153,0.00663,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', 'O=C1CCCO1', 'Blank']",[0.53814566 0.46185434 0.        ]
7154,0.00811,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', 'O=C1CCCO1', 'Blank']",[0.56281275 0.43718725 0.        ]
7156,0.00503,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.61135418 0.38864582 0.        ]
7158,0.00928,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'Blank']",[0.65601921 0.34398079 0.        ]
7159,0.00211,"['O=S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'O=C1CCCO1', 'Blank']",[0.74467285 0.25532715 0.        ]
7160,0.00453,"['O=S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'O=C1CCCO1', 'Blank']",[0.53845108 0.46154892 0.        ]
7161,0.00667,"['O=S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'O=C1CCCO1', 'Blank']",[0.63158874 0.36841126 0.        ]
7162,0.00792,"['O=S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'O=C1CCCO1', 'Blank']",[0.72000848 0.27999152 0.        ]
7163,0.00302,"['F[P-](F)(F)(F)(F)F', 'O=C1CCCO1', 'Blank']",[0.88140944 0.11859056 0.        ]
7164,0.00615,"['F[P-](F)(F)(F)(F)F', 'O=C1CCCO1', 'Blank']",[0.74829785 0.25170215 0.        ]
7165,0.00973,"['F[P-](F)(F)(F)(F)F', 'O=C1CCCO1', 'Blank']",[0.59782422 0.40217578 0.        ]
7166,0.01127,"['F[P-](F)(F)(F)(F)F', 'O=C1CCCO1', 'Blank']",[0.50226439 0.49773561 0.        ]
7168,0.00497,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.82809964 0.17190036 0.        ]
7170,0.0079,"['F[B-](F)(F)F', 'O=C1CCCO1', 'Blank']",[0.61623694 0.38376306 0.        ]
7171,0.00196,"['O=S(C(F)(F)F)([O-])=O', 'O=C1CCCO1', 'Blank']",[0.87859238 0.12140762 0.        ]
7172,0.00324,"['O=S(C(F)(F)F)([O-])=O', 'O=C1CCCO1', 'Blank']",[0.74323991 0.25676009 0.        ]
7173,0.00421,"['O=S(C(F)(F)F)([O-])=O', 'O=C1CCCO1', 'Blank']",[0.59139363 0.40860637 0.        ]
7174,0.00458,"['O=S(C(F)(F)F)([O-])=O', 'O=C1CCCO1', 'Blank']",[0.50893294 0.49106706 0.        ]
7175,3.387296248059869e-05,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]CCO[Mg]', '[Mg]CC(C(O[Ca])=O)(C)[Mg]']",[0.02961849 0.53378    0.11622   ]
7182,0.0003019498005984942,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]CCO[Mg]', '[Mg]CC(C(O[Ca])=O)(C)[Mg]']",[0.05923699 0.49272    0.10728   ]
7189,0.0002912554508852354,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]CCO[Mg]', '[Mg]CC(C(O[Ca])=O)(C)[Mg]']",[0.11847398 0.4106     0.0894    ]
7196,0.00016754966208334428,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]CCO[Mg]', '[Mg]CC(C(O[Ca])=O)(C)[Mg]']",[0.02961849 0.45166    0.09834   ]
7203,0.00043305354558394584,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]CCO[Mg]', '[Mg]CC(C(O[Ca])=O)(C)[Mg]']",[0.05923699 0.4106     0.0894    ]
7210,0.0003509034207834439,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]CCO[Mg]', '[Mg]CC(C(O[Ca])=O)(C)[Mg]']",[0.08885548 0.36954    0.08046   ]
7217,0.00019008854843954642,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]CCO[Mg]', '[Mg]CC(C(O[Ca])=O)(C)[Mg]']",[0.02961849 0.36954    0.08046   ]
7224,0.00033443112395099985,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]CCO[Mg]', '[Mg]CC(C(O[Ca])=O)(C)[Mg]']",[0.05923699 0.32848    0.07152   ]
7285,0.0016057571419421913,"['FC(C1=NC(C#N)=C([N-]1)C#N)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.942 0.058 0.   ]
